sku_id,warehouse_id,date,quantity_sold
SKU006,WH3,2024-12-02,42
SKU006,WH4,2024-12-02,45
SKU006,WH5,2024-12-02,42
SKU007,WH1,2024-12-02,37
SKU007,WH2,2024-12-02,45
SKU007,WH3,2024-12-02,40
SKU007,WH4,2024-12-02,47
SKU007,WH5,2024-12-02,40
SKU008,WH1,2024-12-02,53
SKU008,WH2,2024-12-02,41
SKU008,WH3,2024-12-02,43
SKU008,WH4,2024-12-02,49
SKU008,WH5,2024-12-02,39
SKU009,WH1,2024-12-02,46
SKU009,WH2,2024-12-02,51
SKU009,WH3,2024-12-02,37
SKU009,WH4,2024-12-02,46
SKU009,WH5,2024-12-02,46
SKU010,WH1,2024-12-02,49
SKU010,WH2,2024-12-02,39
SKU010,WH3,2024-12-02,38
SKU010,WH4,2024-12-02,47
SKU010,WH5,2024-12-02,46
SKU011,WH1,2024-12-02,46
SKU011,WH2,2024-12-02,47
SKU011,WH3,2024-12-02,41
SKU011,WH4,2024-12-02,46
SKU011,WH5,2024-12-02,46
SKU012,WH1,2024-12-02,41
SKU012,WH2,2024-12-02,54
SKU012,WH3,2024-12-02,47
SKU012,WH4,2024-12-02,39
SKU012,WH5,2024-12-02,48
SKU013,WH1,2024-12-02,40
SKU013,WH2,2024-12-02,49
SKU013,WH3,2024-12-02,51
SKU013,WH4,2024-12-02,41
SKU013,WH5,2024-12-02,50
SKU014,WH1,2024-12-02,47
SKU014,WH2,2024-12-02,49
SKU014,WH3,2024-12-02,54
SKU014,WH4,2024-12-02,44
SKU014,WH5,2024-12-02,41
SKU015,WH1,2024-12-02,40
SKU015,WH2,2024-12-02,41
SKU015,WH3,2024-12-02,44
SKU015,WH4,2024-12-02,47
SKU015,WH5,2024-12-02,46
SKU016,WH1,2024-12-02,49
SKU016,WH2,2024-12-02,45
SKU016,WH3,2024-12-02,52
SKU016,WH4,2024-12-02,44
SKU016,WH5,2024-12-02,58
SKU017,WH1,2024-12-02,48
SKU017,WH2,2024-12-02,41
SKU017,WH3,2024-12-02,40
SKU017,WH4,2024-12-02,47
SKU017,WH5,2024-12-02,44
SKU018,WH1,2024-12-02,48
SKU018,WH2,2024-12-02,47
SKU018,WH3,2024-12-02,45
SKU018,WH4,2024-12-02,41
SKU018,WH5,2024-12-02,37
SKU019,WH1,2024-12-02,43
SKU019,WH2,2024-12-02,49
SKU019,WH3,2024-12-02,46
SKU019,WH4,2024-12-02,39
SKU019,WH5,2024-12-02,46
SKU020,WH1,2024-12-02,47
SKU020,WH2,2024-12-02,40
SKU020,WH3,2024-12-02,46
SKU020,WH4,2024-12-02,45
SKU020,WH5,2024-12-02,39
SKU001,WH1,2024-12-03,47
SKU001,WH2,2024-12-03,48
SKU001,WH3,2024-12-03,50
SKU001,WH4,2024-12-03,50
SKU001,WH5,2024-12-03,38
SKU002,WH1,2024-12-03,40
SKU002,WH2,2024-12-03,48
SKU002,WH3,2024-12-03,48
SKU002,WH4,2024-12-03,48
SKU002,WH5,2024-12-03,64
SKU003,WH1,2024-12-03,48
SKU003,WH2,2024-12-03,51
SKU003,WH3,2024-12-03,50
SKU003,WH4,2024-12-03,48
SKU003,WH5,2024-12-03,43
SKU004,WH1,2024-12-03,49
SKU004,WH2,2024-12-03,41
SKU004,WH3,2024-12-03,44
SKU004,WH4,2024-12-03,43
SKU004,WH5,2024-12-03,45
SKU005,WH1,2024-12-03,57
SKU005,WH2,2024-12-03,36
SKU005,WH3,2024-12-03,48
SKU005,WH4,2024-12-03,37
SKU005,WH5,2024-12-03,43
SKU006,WH1,2024-12-03,50
SKU006,WH2,2024-12-03,45
SKU006,WH3,2024-12-03,40
SKU006,WH4,2024-12-03,41
SKU006,WH5,2024-12-03,48
SKU007,WH1,2024-12-03,41
SKU007,WH2,2024-12-03,46
SKU007,WH3,2024-12-03,45
SKU007,WH4,2024-12-03,42
SKU007,WH5,2024-12-03,56
SKU008,WH1,2024-12-03,48
SKU008,WH2,2024-12-03,35
SKU008,WH3,2024-12-03,46
SKU008,WH4,2024-12-03,42
SKU008,WH5,2024-12-03,49
SKU009,WH1,2024-12-03,41
SKU009,WH2,2024-12-03,44
SKU009,WH3,2024-12-03,48
SKU009,WH4,2024-12-03,49
SKU009,WH5,2024-12-03,39
SKU010,WH1,2024-12-03,43
SKU010,WH2,2024-12-03,43
SKU010,WH3,2024-12-03,42
SKU010,WH4,2024-12-03,54
SKU010,WH5,2024-12-03,47
SKU011,WH1,2024-12-03,39
SKU011,WH2,2024-12-03,50
SKU011,WH3,2024-12-03,56
SKU011,WH4,2024-12-03,50
SKU011,WH5,2024-12-03,37
SKU012,WH1,2024-12-03,43
SKU012,WH2,2024-12-03,51
SKU012,WH3,2024-12-03,41
SKU012,WH4,2024-12-03,47
SKU012,WH5,2024-12-03,49
SKU013,WH1,2024-12-03,40
SKU013,WH2,2024-12-03,45
SKU013,WH3,2024-12-03,29
SKU013,WH4,2024-12-03,40
SKU013,WH5,2024-12-03,44
SKU014,WH1,2024-12-03,39
SKU014,WH2,2024-12-03,53
SKU014,WH3,2024-12-03,38
SKU014,WH4,2024-12-03,43
SKU014,WH5,2024-12-03,46
SKU015,WH1,2024-12-03,52
SKU015,WH2,2024-12-03,38
SKU015,WH3,2024-12-03,51
SKU015,WH4,2024-12-03,45
SKU015,WH5,2024-12-03,40
SKU016,WH1,2024-12-03,47
SKU016,WH2,2024-12-03,46
SKU016,WH3,2024-12-03,42
SKU016,WH4,2024-12-03,45
SKU016,WH5,2024-12-03,43
SKU017,WH1,2024-12-03,46
SKU017,WH2,2024-12-03,48
SKU017,WH3,2024-12-03,53
SKU017,WH4,2024-12-03,39
SKU017,WH5,2024-12-03,56
SKU018,WH1,2024-12-03,35
SKU018,WH2,2024-12-03,44
SKU018,WH3,2024-12-03,48
SKU018,WH4,2024-12-03,46
SKU018,WH5,2024-12-03,42
SKU019,WH1,2024-12-03,44
SKU019,WH2,2024-12-03,43
SKU019,WH3,2024-12-03,42
SKU019,WH4,2024-12-03,49
SKU019,WH5,2024-12-03,47
SKU020,WH1,2024-12-03,42
SKU020,WH2,2024-12-03,50
SKU020,WH3,2024-12-03,47
SKU020,WH4,2024-12-03,49
SKU020,WH5,2024-12-03,48
SKU001,WH1,2024-12-04,41
SKU001,WH2,2024-12-04,42
SKU001,WH3,2024-12-04,49
SKU001,WH4,2024-12-04,48
SKU001,WH5,2024-12-04,45
SKU002,WH1,2024-12-04,46
SKU002,WH2,2024-12-04,52
SKU002,WH3,2024-12-04,42
SKU002,WH4,2024-12-04,48
SKU002,WH5,2024-12-04,44
SKU003,WH1,2024-12-04,44
SKU003,WH2,2024-12-04,51
SKU003,WH3,2024-12-04,49
SKU003,WH4,2024-12-04,49
SKU003,WH5,2024-12-04,52
SKU004,WH1,2024-12-04,45
SKU004,WH2,2024-12-04,49
SKU004,WH3,2024-12-04,44
SKU004,WH4,2024-12-04,47
SKU004,WH5,2024-12-04,45
SKU005,WH1,2024-12-04,46
SKU005,WH2,2024-12-04,48
SKU005,WH3,2024-12-04,41
SKU005,WH4,2024-12-04,56
SKU005,WH5,2024-12-04,40
SKU006,WH1,2024-12-04,39
SKU006,WH2,2024-12-04,51
SKU006,WH3,2024-12-04,49
SKU006,WH4,2024-12-04,48
SKU006,WH5,2024-12-04,48
SKU007,WH1,2024-12-04,45
SKU007,WH2,2024-12-04,41
SKU007,WH3,2024-12-04,46
SKU007,WH4,2024-12-04,42
SKU007,WH5,2024-12-04,50
SKU008,WH1,2024-12-04,44
SKU008,WH2,2024-12-04,41
SKU008,WH3,2024-12-04,44
SKU008,WH4,2024-12-04,47
SKU008,WH5,2024-12-04,42
SKU009,WH1,2024-12-04,41
SKU009,WH2,2024-12-04,46
SKU009,WH3,2024-12-04,46
SKU009,WH4,2024-12-04,43
SKU009,WH5,2024-12-04,43
SKU010,WH1,2024-12-04,46
SKU010,WH2,2024-12-04,38
SKU010,WH3,2024-12-04,38
SKU010,WH4,2024-12-04,42
SKU010,WH5,2024-12-04,44
SKU011,WH1,2024-12-04,47
SKU011,WH2,2024-12-04,53
SKU011,WH3,2024-12-04,49
SKU011,WH4,2024-12-04,44
SKU011,WH5,2024-12-04,45
SKU012,WH1,2024-12-04,40
SKU012,WH2,2024-12-04,45
SKU012,WH3,2024-12-04,44
SKU012,WH4,2024-12-04,47
SKU012,WH5,2024-12-04,41
SKU013,WH1,2024-12-04,48
SKU013,WH2,2024-12-04,53
SKU013,WH3,2024-12-04,45
SKU013,WH4,2024-12-04,47
SKU013,WH5,2024-12-04,49
SKU014,WH1,2024-12-04,43
SKU014,WH2,2024-12-04,46
SKU014,WH3,2024-12-04,45
SKU014,WH4,2024-12-04,46
SKU014,WH5,2024-12-04,41
SKU015,WH1,2024-12-04,45
SKU015,WH2,2024-12-04,48
SKU015,WH3,2024-12-04,52
SKU015,WH4,2024-12-04,50
SKU015,WH5,2024-12-04,56
SKU016,WH1,2024-12-04,41
SKU016,WH2,2024-12-04,50
SKU016,WH3,2024-12-04,46
SKU016,WH4,2024-12-04,56
SKU016,WH5,2024-12-04,41
SKU017,WH1,2024-12-04,41
SKU017,WH2,2024-12-04,42
SKU017,WH3,2024-12-04,35
SKU017,WH4,2024-12-04,43
SKU017,WH5,2024-12-04,41
SKU018,WH1,2024-12-04,46
SKU018,WH2,2024-12-04,47
SKU018,WH3,2024-12-04,55
SKU018,WH4,2024-12-04,50
SKU018,WH5,2024-12-04,42
SKU019,WH1,2024-12-04,41
SKU019,WH2,2024-12-04,48
SKU019,WH3,2024-12-04,39
SKU019,WH4,2024-12-04,54
SKU019,WH5,2024-12-04,51
SKU020,WH1,2024-12-04,43
SKU020,WH2,2024-12-04,37
SKU020,WH3,2024-12-04,52
SKU020,WH4,2024-12-04,45
SKU020,WH5,2024-12-04,51
SKU001,WH1,2024-12-05,37
SKU001,WH2,2024-12-05,42
SKU001,WH3,2024-12-05,45
SKU001,WH4,2024-12-05,46
SKU001,WH5,2024-12-05,43
SKU002,WH1,2024-12-05,48
SKU002,WH2,2024-12-05,40
SKU002,WH3,2024-12-05,45
SKU002,WH4,2024-12-05,46
SKU002,WH5,2024-12-05,48
SKU003,WH1,2024-12-05,49
SKU003,WH2,2024-12-05,40
SKU003,WH3,2024-12-05,38
SKU003,WH4,2024-12-05,52
SKU003,WH5,2024-12-05,47
SKU004,WH1,2024-12-05,42
SKU004,WH2,2024-12-05,53
SKU004,WH3,2024-12-05,46
SKU004,WH4,2024-12-05,51
SKU004,WH5,2024-12-05,46
SKU005,WH1,2024-12-05,56
SKU005,WH2,2024-12-05,54
SKU005,WH3,2024-12-05,44
SKU005,WH4,2024-12-05,50
SKU005,WH5,2024-12-05,49
SKU006,WH1,2024-12-05,52
SKU006,WH2,2024-12-05,41
SKU006,WH3,2024-12-05,49
SKU006,WH4,2024-12-05,51
SKU006,WH5,2024-12-05,37
SKU007,WH1,2024-12-05,39
SKU007,WH2,2024-12-05,35
SKU007,WH3,2024-12-05,44
SKU007,WH4,2024-12-05,49
SKU007,WH5,2024-12-05,53
SKU008,WH1,2024-12-05,46
SKU008,WH2,2024-12-05,53
SKU008,WH3,2024-12-05,38
SKU008,WH4,2024-12-05,37
SKU008,WH5,2024-12-05,45
SKU009,WH1,2024-12-05,47
SKU009,WH2,2024-12-05,45
SKU009,WH3,2024-12-05,35
SKU009,WH4,2024-12-05,45
SKU009,WH5,2024-12-05,39
SKU010,WH1,2024-12-05,49
SKU010,WH2,2024-12-05,47
SKU010,WH3,2024-12-05,41
SKU010,WH4,2024-12-05,43
SKU010,WH5,2024-12-05,40
SKU011,WH1,2024-12-05,45
SKU011,WH2,2024-12-05,50
SKU011,WH3,2024-12-05,40
SKU011,WH4,2024-12-05,48
SKU011,WH5,2024-12-05,43
SKU012,WH1,2024-12-05,41
SKU012,WH2,2024-12-05,45
SKU012,WH3,2024-12-05,40
SKU012,WH4,2024-12-05,43
SKU012,WH5,2024-12-05,39
SKU013,WH1,2024-12-05,55
SKU013,WH2,2024-12-05,46
SKU013,WH3,2024-12-05,42
SKU013,WH4,2024-12-05,46
SKU013,WH5,2024-12-05,45
SKU014,WH1,2024-12-05,44
SKU014,WH2,2024-12-05,48
SKU014,WH3,2024-12-05,49
SKU014,WH4,2024-12-05,43
SKU014,WH5,2024-12-05,42
SKU015,WH1,2024-12-05,44
SKU015,WH2,2024-12-05,34
SKU015,WH3,2024-12-05,38
SKU015,WH4,2024-12-05,52
SKU015,WH5,2024-12-05,54
SKU016,WH1,2024-12-05,44
SKU016,WH2,2024-12-05,48
SKU016,WH3,2024-12-05,47
SKU016,WH4,2024-12-05,61
SKU016,WH5,2024-12-05,51
SKU017,WH1,2024-12-05,45
SKU017,WH2,2024-12-05,41
SKU017,WH3,2024-12-05,37
SKU017,WH4,2024-12-05,46
SKU017,WH5,2024-12-05,42
SKU018,WH1,2024-12-05,38
SKU018,WH2,2024-12-05,42
SKU018,WH3,2024-12-05,40
SKU018,WH4,2024-12-05,54
SKU018,WH5,2024-12-05,50
SKU019,WH1,2024-12-05,45
SKU019,WH2,2024-12-05,53
SKU019,WH3,2024-12-05,46
SKU019,WH4,2024-12-05,41
SKU019,WH5,2024-12-05,53
SKU020,WH1,2024-12-05,48
SKU020,WH2,2024-12-05,40
SKU020,WH3,2024-12-05,44
SKU020,WH4,2024-12-05,41
SKU020,WH5,2024-12-05,38
SKU001,WH1,2024-12-06,50
SKU001,WH2,2024-12-06,55
SKU001,WH3,2024-12-06,38
SKU001,WH4,2024-12-06,48
SKU001,WH5,2024-12-06,42
SKU002,WH1,2024-12-06,43
SKU002,WH2,2024-12-06,43
SKU002,WH3,2024-12-06,41
SKU002,WH4,2024-12-06,46
SKU002,WH5,2024-12-06,41
SKU003,WH1,2024-12-06,47
SKU003,WH2,2024-12-06,45
SKU003,WH3,2024-12-06,44
SKU003,WH4,2024-12-06,41
SKU003,WH5,2024-12-06,43
SKU004,WH1,2024-12-06,49
SKU004,WH2,2024-12-06,48
SKU004,WH3,2024-12-06,41
SKU004,WH4,2024-12-06,46
SKU004,WH5,2024-12-06,49
SKU005,WH1,2024-12-06,37
SKU005,WH2,2024-12-06,48
SKU005,WH3,2024-12-06,42
SKU005,WH4,2024-12-06,48
SKU005,WH5,2024-12-06,42
SKU006,WH1,2024-12-06,36
SKU006,WH2,2024-12-06,37
SKU006,WH3,2024-12-06,46
SKU006,WH4,2024-12-06,47
SKU006,WH5,2024-12-06,41
SKU007,WH1,2024-12-06,49
SKU007,WH2,2024-12-06,37
SKU007,WH3,2024-12-06,45
SKU007,WH4,2024-12-06,39
SKU007,WH5,2024-12-06,42
SKU008,WH1,2024-12-06,46
SKU008,WH2,2024-12-06,41
SKU008,WH3,2024-12-06,44
SKU008,WH4,2024-12-06,51
SKU008,WH5,2024-12-06,43
SKU009,WH1,2024-12-06,50
SKU009,WH2,2024-12-06,40
SKU009,WH3,2024-12-06,48
SKU009,WH4,2024-12-06,53
SKU009,WH5,2024-12-06,33
SKU010,WH1,2024-12-06,42
SKU010,WH2,2024-12-06,48
SKU010,WH3,2024-12-06,44
SKU010,WH4,2024-12-06,47
SKU010,WH5,2024-12-06,42
SKU011,WH1,2024-12-06,46
SKU011,WH2,2024-12-06,45
SKU011,WH3,2024-12-06,51
SKU011,WH4,2024-12-06,47
SKU011,WH5,2024-12-06,47
SKU012,WH1,2024-12-06,43
SKU012,WH2,2024-12-06,43
SKU012,WH3,2024-12-06,43
SKU012,WH4,2024-12-06,47
SKU012,WH5,2024-12-06,43
SKU013,WH1,2024-12-06,47
SKU013,WH2,2024-12-06,56
SKU013,WH3,2024-12-06,50
SKU013,WH4,2024-12-06,44
SKU013,WH5,2024-12-06,51
SKU014,WH1,2024-12-06,43
SKU014,WH2,2024-12-06,35
SKU014,WH3,2024-12-06,40
SKU014,WH4,2024-12-06,36
SKU014,WH5,2024-12-06,44
SKU015,WH1,2024-12-06,46
SKU015,WH2,2024-12-06,54
SKU015,WH3,2024-12-06,47
SKU015,WH4,2024-12-06,44
SKU015,WH5,2024-12-06,50
SKU016,WH1,2024-12-06,34
SKU016,WH2,2024-12-06,47
SKU016,WH3,2024-12-06,49
SKU016,WH4,2024-12-06,38
SKU016,WH5,2024-12-06,51
SKU017,WH1,2024-12-06,47
SKU017,WH2,2024-12-06,43
SKU017,WH3,2024-12-06,49
SKU017,WH4,2024-12-06,57
SKU017,WH5,2024-12-06,46
SKU018,WH1,2024-12-06,47
SKU018,WH2,2024-12-06,43
SKU018,WH3,2024-12-06,41
SKU018,WH4,2024-12-06,50
SKU018,WH5,2024-12-06,41
SKU019,WH1,2024-12-06,46
SKU019,WH2,2024-12-06,43
SKU019,WH3,2024-12-06,48
SKU019,WH4,2024-12-06,47
SKU019,WH5,2024-12-06,51
SKU020,WH1,2024-12-06,43
SKU020,WH2,2024-12-06,44
SKU020,WH3,2024-12-06,41
SKU020,WH4,2024-12-06,43
SKU020,WH5,2024-12-06,47
SKU001,WH1,2024-12-07,49
SKU001,WH2,2024-12-07,41
SKU001,WH3,2024-12-07,50
SKU001,WH4,2024-12-07,52
SKU001,WH5,2024-12-07,48
SKU002,WH1,2024-12-07,55
SKU002,WH2,2024-12-07,42
SKU002,WH3,2024-12-07,39
SKU002,WH4,2024-12-07,37
SKU002,WH5,2024-12-07,53
SKU003,WH1,2024-12-07,49
SKU003,WH2,2024-12-07,45
SKU003,WH3,2024-12-07,47
SKU003,WH4,2024-12-07,40
SKU003,WH5,2024-12-07,58
SKU004,WH1,2024-12-07,46
SKU004,WH2,2024-12-07,46
SKU004,WH3,2024-12-07,49
SKU004,WH4,2024-12-07,48
SKU004,WH5,2024-12-07,47
SKU005,WH1,2024-12-07,42
SKU005,WH2,2024-12-07,48
SKU005,WH3,2024-12-07,55
SKU005,WH4,2024-12-07,52
SKU005,WH5,2024-12-07,54
SKU006,WH1,2024-12-07,43
SKU006,WH2,2024-12-07,41
SKU006,WH3,2024-12-07,45
SKU006,WH4,2024-12-07,46
SKU006,WH5,2024-12-07,51
SKU007,WH1,2024-12-07,37
SKU007,WH2,2024-12-07,53
SKU007,WH3,2024-12-07,45
SKU007,WH4,2024-12-07,44
SKU007,WH5,2024-12-07,41
SKU008,WH1,2024-12-07,37
SKU008,WH2,2024-12-07,50
SKU008,WH3,2024-12-07,46
SKU008,WH4,2024-12-07,39
SKU008,WH5,2024-12-07,39
SKU009,WH1,2024-12-07,44
SKU009,WH2,2024-12-07,54
SKU009,WH3,2024-12-07,44
SKU009,WH4,2024-12-07,38
SKU009,WH5,2024-12-07,44
SKU010,WH1,2024-12-07,44
SKU010,WH2,2024-12-07,32
SKU010,WH3,2024-12-07,45
SKU010,WH4,2024-12-07,44
SKU010,WH5,2024-12-07,49
SKU011,WH1,2024-12-07,55
SKU011,WH2,2024-12-07,51
SKU011,WH3,2024-12-07,44
SKU011,WH4,2024-12-07,40
SKU011,WH5,2024-12-07,59
SKU012,WH1,2024-12-07,46
SKU012,WH2,2024-12-07,46
SKU012,WH3,2024-12-07,46
SKU012,WH4,2024-12-07,47
SKU012,WH5,2024-12-07,45
SKU013,WH1,2024-12-07,43
SKU013,WH2,2024-12-07,43
SKU013,WH3,2024-12-07,45
SKU013,WH4,2024-12-07,43
SKU013,WH5,2024-12-07,42
SKU014,WH1,2024-12-07,46
SKU014,WH2,2024-12-07,44
SKU014,WH3,2024-12-07,53
SKU014,WH4,2024-12-07,32
SKU014,WH5,2024-12-07,51
SKU015,WH1,2024-12-07,52
SKU015,WH2,2024-12-07,35
SKU015,WH3,2024-12-07,44
SKU015,WH4,2024-12-07,44
SKU015,WH5,2024-12-07,39
SKU016,WH1,2024-12-07,42
SKU016,WH2,2024-12-07,40
SKU016,WH3,2024-12-07,54
SKU016,WH4,2024-12-07,50
SKU016,WH5,2024-12-07,52
SKU017,WH1,2024-12-07,49
SKU017,WH2,2024-12-07,40
SKU017,WH3,2024-12-07,43
SKU017,WH4,2024-12-07,48
SKU017,WH5,2024-12-07,40
SKU018,WH1,2024-12-07,49
SKU018,WH2,2024-12-07,44
SKU018,WH3,2024-12-07,44
SKU018,WH4,2024-12-07,49
SKU018,WH5,2024-12-07,48
SKU019,WH1,2024-12-07,44
SKU019,WH2,2024-12-07,51
SKU019,WH3,2024-12-07,40
SKU019,WH4,2024-12-07,49
SKU019,WH5,2024-12-07,49
SKU020,WH1,2024-12-07,44
SKU020,WH2,2024-12-07,47
SKU020,WH3,2024-12-07,39
SKU020,WH4,2024-12-07,50
SKU020,WH5,2024-12-07,45
SKU001,WH1,2024-12-08,43
SKU001,WH2,2024-12-08,51
SKU001,WH3,2024-12-08,42
SKU001,WH4,2024-12-08,39
SKU001,WH5,2024-12-08,38
SKU002,WH1,2024-12-08,49
SKU002,WH2,2024-12-08,39
SKU002,WH3,2024-12-08,55
SKU002,WH4,2024-12-08,35
SKU002,WH5,2024-12-08,54
SKU003,WH1,2024-12-08,47
SKU003,WH2,2024-12-08,45
SKU003,WH3,2024-12-08,43
SKU003,WH4,2024-12-08,48
SKU003,WH5,2024-12-08,46
SKU004,WH1,2024-12-08,51
SKU004,WH2,2024-12-08,46
SKU004,WH3,2024-12-08,47
SKU004,WH4,2024-12-08,44
SKU004,WH5,2024-12-08,46
SKU005,WH1,2024-12-08,47
SKU005,WH2,2024-12-08,37
SKU005,WH3,2024-12-08,39
SKU005,WH4,2024-12-08,50
SKU005,WH5,2024-12-08,47
SKU006,WH1,2024-12-08,45
SKU006,WH2,2024-12-08,46
SKU006,WH3,2024-12-08,48
SKU006,WH4,2024-12-08,43
SKU006,WH5,2024-12-08,42
SKU007,WH1,2024-12-08,47
SKU007,WH2,2024-12-08,41
SKU007,WH3,2024-12-08,48
SKU007,WH4,2024-12-08,37
SKU007,WH5,2024-12-08,51
SKU008,WH1,2024-12-08,48
SKU008,WH2,2024-12-08,47
SKU008,WH3,2024-12-08,51
SKU008,WH4,2024-12-08,54
SKU008,WH5,2024-12-08,51
SKU009,WH1,2024-12-08,37
SKU009,WH2,2024-12-08,39
SKU009,WH3,2024-12-08,43
SKU009,WH4,2024-12-08,46
SKU009,WH5,2024-12-08,48
SKU010,WH1,2024-12-08,42
SKU010,WH2,2024-12-08,47
SKU010,WH3,2024-12-08,42
SKU010,WH4,2024-12-08,43
SKU010,WH5,2024-12-08,39
SKU011,WH1,2024-12-08,41
SKU011,WH2,2024-12-08,39
SKU011,WH3,2024-12-08,41
SKU011,WH4,2024-12-08,51
SKU011,WH5,2024-12-08,41
SKU012,WH1,2024-12-08,59
SKU012,WH2,2024-12-08,48
SKU012,WH3,2024-12-08,47
SKU012,WH4,2024-12-08,42
SKU012,WH5,2024-12-08,49
SKU013,WH1,2024-12-08,43
SKU013,WH2,2024-12-08,46
SKU013,WH3,2024-12-08,59
SKU013,WH4,2024-12-08,45
SKU013,WH5,2024-12-08,52
SKU014,WH1,2024-12-08,42
SKU014,WH2,2024-12-08,46
SKU014,WH3,2024-12-08,55
SKU014,WH4,2024-12-08,43
SKU014,WH5,2024-12-08,55
SKU015,WH1,2024-12-08,49
SKU015,WH2,2024-12-08,43
SKU015,WH3,2024-12-08,49
SKU015,WH4,2024-12-08,51
SKU015,WH5,2024-12-08,49
